txn_id,timestamp,sender_account,receiver_account,amount,txn_type,is_fraud,amount_log,hour_of_day,day_of_week,is_weekend,is_night,is_cross_branch,amount_bucket,type_NEFT,type_UPI,type_ATM,type_DEPOSIT,type_IMPS,channel_mobile,channel_internet,is_new_receiver,is_cross_bank_upi,upi_new_recv_risk,receiver_total_recv_count,sender_total_unique_receivers,sender_txn_count_1h,sender_txn_count_24h,sender_avg_amount,sender_std_amount,amount_deviation,sender_unique_receivers_1h,time_since_last_txn_min,hour_velocity_ratio,near_any_threshold,near_50k_threshold,near_100k_threshold,near_1m_threshold,is_round_10k,is_round_1k,high_velocity_1h,high_velocity_24h,rapid_succession,amount_gt_5x_avg,sender_mule_score,sender_in_ring,sender_passthrough_ratio,sender_is_new_account,receiver_mule_score,receiver_in_ring,receiver_unique_senders_total,receiver_is_pure_receiver,receiver_is_suspected_mule,receiver_is_new_account,kyc_risk_flag,cibil_high_txn_flag
TXN_00000653,2026-03-01 07:04:47,C2140404961,C426077729,64257.25,DEPOSIT,0,11.070665399183554,7,6,1,0,1,3.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,64257.25,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000654,2026-03-01 07:05:04,C1262168655,C1880332929,2576294.8,NEFT,0,14.761863188806561,7,6,1,0,1,4.0,1,0,0,0,0,0,1,1,0,0,2,1,1.0,1.0,2576294.8,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,10,1,0,0,0,0
TXN_00000655,2026-03-01 07:05:05,C900531427,C289039926,413101.04,ATM,0,12.931449911644268,7,6,1,0,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,413101.04,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,1
TXN_00000656,2026-03-01 07:05:06,C1161612421,M461531682,10326.0,UPI,0,9.242517103671403,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,1,1,1,1,1.0,1.0,10326.0,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000657,2026-03-01 07:05:10,C2084024023,M1429115915,6312.75,UPI,0,8.750485073782261,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,6312.75,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000658,2026-03-01 07:05:22,C150324237,M479532507,8606.3,UPI,0,9.060365959392337,7,6,1,0,0,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,8606.3,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000659,2026-03-01 07:05:27,C1100577282,M2088911339,8594.91,UPI,0,9.05904178772155,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,8594.91,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000660,2026-03-01 07:05:31,C501111562,M1547405018,15378.78,UPI,0,9.64080893866604,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,15378.78,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000661,2026-03-01 07:05:36,C327588921,C256516555,6654.74,IMPS,0,8.803234919238085,7,6,1,0,1,2.0,0,0,0,0,1,0,1,1,0,0,1,1,1.0,1.0,6654.74,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000662,2026-03-01 07:05:38,C1660784802,C1165313953,16519.75,DEPOSIT,0,9.712372445560181,7,6,1,0,1,2.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,16519.75,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000663,2026-03-01 07:05:45,C331319862,C2145041211,71585.64,ATM,0,11.178663743359479,7,6,1,0,1,3.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,71585.64,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.04,0,2,1,0,0,0,0
TXN_00000664,2026-03-01 07:05:55,C52401871,C515132998,187429.05,NEFT,0,12.141160988119255,7,6,1,0,1,4.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,187429.05,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000665,2026-03-01 07:06:00,C2096195291,C1838584624,372848.83,DEPOSIT,0,12.828931017024406,7,6,1,0,0,4.0,0,0,0,1,0,1,0,1,0,0,5,1,1.0,1.0,372848.83,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.16,0,8,1,0,0,0,0
TXN_00000666,2026-03-01 07:06:11,C1045669465,M1471033105,29488.1,UPI,0,10.291775982523674,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,29488.1,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,1,0
TXN_00000667,2026-03-01 07:06:14,C2050415537,C1321139761,7119.81,DEPOSIT,0,8.870776761980327,7,6,1,0,1,2.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,7119.81,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000668,2026-03-01 07:06:27,C1086930339,M30244322,5093.86,UPI,0,8.53598746735977,7,6,1,0,1,2.0,0,1,0,0,0,0,0,1,1,0,1,1,1.0,1.0,5093.86,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000669,2026-03-01 07:06:29,C486668812,M1153269540,4259.68,UPI,0,8.35718405093794,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,4259.68,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000670,2026-03-01 07:06:44,C1143156756,M109611571,19104.84,UPI,0,9.85774932646222,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,19104.84,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000671,2026-03-01 07:06:55,C995885826,C182755121,30298.33,DEPOSIT,0,10.31888087904176,7,6,1,0,0,2.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,30298.33,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,0
TXN_00000672,2026-03-01 07:07:02,C853598731,C545707113,177129.51,DEPOSIT,0,12.084642084483733,7,6,1,0,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,177129.51,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000673,2026-03-01 07:07:20,C1425764929,M1741451001,19561.89,UPI,0,9.881389683186024,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,0,1,1,1,1.0,1.0,19561.89,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000674,2026-03-01 07:07:27,C2023142574,M957270657,2092.18,UPI,0,7.646439719703696,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2092.18,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000675,2026-03-01 07:07:32,C1021635394,C1730752455,88141.39,DEPOSIT,0,11.386708853980242,7,6,1,0,1,3.0,0,0,0,1,0,0,0,1,0,0,1,1,1.0,1.0,88141.39,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,11,1,0,0,0,0
TXN_00000676,2026-03-01 07:07:38,C1042417976,M2041096918,4515.49,UPI,0,8.415490422483606,7,6,1,0,0,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,4515.49,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000677,2026-03-01 07:07:46,C608590206,M148704368,2395.01,UPI,0,7.781560132849335,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2395.01,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000678,2026-03-01 07:07:47,C1600107317,M1901953696,6904.78,UPI,0,8.840114021085721,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,6904.78,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000679,2026-03-01 07:07:48,C139527382,C1477979030,185882.89,ATM,0,12.132877510460032,7,6,1,0,1,4.0,0,0,1,0,0,0,0,1,0,0,1,1,1.0,1.0,185882.89,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000680,2026-03-01 07:07:48,C26153568,C1345063038,92589.97,ATM,0,11.435946899680554,7,6,1,0,1,3.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,92589.97,1.0,0.0,1.0,9999.0,10.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000681,2026-03-01 07:07:54,C1828598477,C517653428,43573.75,DEPOSIT,0,10.68223313313711,7,6,1,0,1,2.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,43573.75,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000682,2026-03-01 07:07:57,C2137351070,C1251686742,128353.55,ATM,0,11.762551635612517,7,6,1,0,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,128353.55,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,11,1,0,0,0,0
TXN_00000683,2026-03-01 07:07:58,C1797478167,C875917495,522371.25,ATM,0,13.166135735319035,7,6,1,0,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,522371.25,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,1
TXN_00000684,2026-03-01 07:08:20,C651614956,M512341974,1902.16,UPI,0,7.551270941533751,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1902.16,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000685,2026-03-01 07:08:27,C1135188106,M1629485709,3702.39,UPI,0,8.217003895378651,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,3702.39,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000686,2026-03-01 07:08:28,C1817103570,C1303868418,569038.9,DEPOSIT,0,13.25170583367281,7,6,1,0,1,4.0,0,0,0,1,0,0,0,1,0,0,2,1,1.0,1.0,569038.9,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000687,2026-03-01 07:08:33,C553443331,M1132102865,2266.41,UPI,0,7.7263934899116045,7,6,1,0,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,2266.41,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000688,2026-03-01 07:08:39,C1225732013,C716083600,89608.08,ATM,0,11.403211933114257,7,6,1,0,1,3.0,0,0,1,0,0,1,0,1,0,0,4,1,1.0,1.0,89608.08,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000689,2026-03-01 07:08:52,C733249744,M2053123554,2471.35,UPI,0,7.812924394315782,7,6,1,0,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,2471.35,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000690,2026-03-01 07:09:03,C1666012907,C458582664,263566.2,DEPOSIT,0,12.48206364291232,7,6,1,0,0,4.0,0,0,0,1,0,0,0,1,0,0,1,1,1.0,1.0,263566.2,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,1
TXN_00000691,2026-03-01 07:09:05,C186826428,C433115563,120142.49,ATM,0,11.696442057424543,7,6,1,0,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,120142.49,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000692,2026-03-01 07:09:07,C317794116,M476152469,1571.83,UPI,0,7.360631823473453,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1571.83,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000693,2026-03-01 07:09:07,C786114805,C1666314150,21571.0,NEFT,1,9.979151456457117,7,6,1,0,0,2.0,1,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,21571.0,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000694,2026-03-01 07:09:13,C1882748959,C329829198,42806.74,IMPS,0,10.664474206341598,7,6,1,0,1,2.0,0,0,0,0,1,0,1,1,0,0,1,1,1.0,1.0,42806.74,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000695,2026-03-01 07:09:15,C1577452287,C2072865894,251239.53,DEPOSIT,0,12.43416604610279,7,6,1,0,1,4.0,0,0,0,1,0,0,1,1,0,0,2,1,1.0,1.0,251239.53,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000696,2026-03-01 07:09:17,C1847591687,M1840794798,1089.98,UPI,0,6.994831653859358,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1089.98,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000697,2026-03-01 07:09:17,C176877731,M475550258,365.07,UPI,0,5.902824571944711,7,6,1,0,1,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,365.07,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000698,2026-03-01 07:09:21,C1143313176,C5592464,35567.12,ATM,0,10.47920501001745,7,6,1,0,1,2.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,35567.12,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000699,2026-03-01 07:09:30,C1903993326,C1183572822,86532.81,DEPOSIT,0,11.368290483603367,7,6,1,0,1,3.0,0,0,0,1,0,0,0,1,0,0,2,1,1.0,1.0,86532.81,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000700,2026-03-01 07:09:38,C856000892,M1402232732,11611.66,UPI,0,9.359851161283364,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,0,1,1,1,1.0,1.0,11611.66,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000701,2026-03-01 07:09:44,C1775340528,C1493448513,129812.6,DEPOSIT,0,11.773854854342797,7,6,1,0,1,4.0,0,0,0,1,0,0,0,1,0,0,1,1,1.0,1.0,129812.6,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,1
TXN_00000702,2026-03-01 07:09:47,C1801278817,M1904841165,8849.03,UPI,0,9.088176127826738,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,8849.03,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000703,2026-03-01 07:09:47,C1086926330,C919978702,131687.79,ATM,0,11.788196766416933,7,6,1,0,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,131687.79,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000704,2026-03-01 07:10:06,C860771331,M574643596,8806.37,UPI,0,9.08334414995886,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,8806.37,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000705,2026-03-01 07:10:07,C1707503556,C1494895909,256193.3,ATM,0,12.453691419953715,7,6,1,0,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,256193.3,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,1
TXN_00000706,2026-03-01 07:10:14,C1608556434,C410033330,157266.96,DEPOSIT,0,11.96570638107744,7,6,1,0,1,4.0,0,0,0,1,0,0,1,1,0,0,3,1,1.0,1.0,157266.96,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,1
TXN_00000707,2026-03-01 07:10:14,C1373072083,C1022023283,185741.02,DEPOSIT,0,12.132114000688112,7,6,1,0,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,185741.02,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000708,2026-03-01 07:10:25,C871565040,M2124009530,10772.14,UPI,0,9.284811278261344,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,0,1,1,1,1.0,1.0,10772.14,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000709,2026-03-01 07:10:30,C1687258944,M836588769,5154.19,UPI,0,8.547759253191822,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,5154.19,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000710,2026-03-01 07:10:31,C744885786,M159394830,6328.06,UPI,0,8.752907004901012,7,6,1,0,1,2.0,0,1,0,0,0,0,0,1,1,0,1,1,1.0,1.0,6328.06,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000711,2026-03-01 07:10:32,C1587010134,C1482979717,10210.72,DEPOSIT,0,9.231291359262404,7,6,1,0,1,2.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,10210.72,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000712,2026-03-01 07:10:40,C467988572,M1107476456,3153.75,UPI,0,8.05666453253302,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,3153.75,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000713,2026-03-01 07:10:53,C380077824,C2006081398,64974.45,ATM,0,11.081764785226378,7,6,1,0,1,3.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,64974.45,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.16,0,8,1,0,0,0,0
TXN_00000714,2026-03-01 07:10:55,C689905739,M1657205958,2242.01,UPI,0,7.7155739928250275,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2242.01,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000715,2026-03-01 07:10:56,C1671084413,M148070734,5106.39,UPI,0,8.538443789504395,7,6,1,0,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,5106.39,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000716,2026-03-01 07:10:59,C971141478,C2103065350,244191.05,ATM,0,12.40571028484625,7,6,1,0,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,244191.05,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,1
TXN_00000717,2026-03-01 07:11:30,C1798768880,M2009180110,1519.53,UPI,0,7.326814237274636,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1519.53,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000718,2026-03-01 07:11:51,C1908839976,M1304522697,1526.5,UPI,0,7.331387691045751,7,6,1,0,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,1526.5,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000719,2026-03-01 07:11:59,C595159412,C1297804967,39943.21,DEPOSIT,0,10.59523900952693,7,6,1,0,1,2.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,39943.21,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,1,0
TXN_00000720,2026-03-01 07:12:05,C1763317025,M969679245,9439.77,UPI,0,9.152792823609685,7,6,1,0,1,2.0,0,1,0,0,0,0,0,1,1,0,1,1,1.0,1.0,9439.77,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000721,2026-03-01 07:12:10,C1579049175,M567123588,7900.9,UPI,0,8.974858515867217,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,7900.9,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000722,2026-03-01 07:12:10,C498574510,C392292416,25300.21,DEPOSIT,0,10.138607499658937,7,6,1,0,1,2.0,0,0,0,1,0,0,1,1,0,0,3,1,1.0,1.0,25300.21,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000723,2026-03-01 07:12:47,C1173564178,M1423709754,393.7,UPI,0,5.978125982668802,7,6,1,0,1,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1.0,1.0,393.7,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000724,2026-03-01 07:12:50,C946099871,M1233598527,2885.66,UPI,0,7.967855403416882,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2885.66,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000725,2026-03-01 07:13:15,C2087060495,M845354266,7300.51,UPI,0,8.89583645506118,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,7300.51,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000726,2026-03-01 07:13:18,C1404875064,C2096900616,144074.78,DEPOSIT,0,11.878094690137168,7,6,1,0,1,4.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,144074.78,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,1,0
TXN_00000727,2026-03-01 07:13:20,C1525619347,M2093512793,5862.2,UPI,0,8.67645080861164,7,6,1,0,1,2.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,5862.2,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000728,2026-03-01 07:13:22,C766405756,M2037186541,2633.64,UPI,0,7.8765018292508815,7,6,1,0,1,1.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,2633.64,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000729,2026-03-01 07:13:25,C1140064080,M1240004,4037.62,UPI,0,8.303658328443623,7,6,1,0,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,4037.62,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
